InfoSet,Action,Probability
45|1-2|2,4-6,0.02936873
24|4-4|6,Challenge,0.6811828
24|4-4|6,4-5,0.15779571
24|4-4|6,4-6,0.16102152
24|3-3|2,Challenge,0.41717508
24|3-3|2,3-4,0.07800889
24|3-3|2,3-5,0.06411195
24|3-3|2,3-6,0.07569007
24|3-3|2,4-1,0.061111946
24|3-3|2,4-2,0.07167368
24|3-3|2,4-3,0.060236298
24|3-3|2,4-4,0.059429158
24|3-3|2,4-5,0.056015264
24|3-3|2,4-6,0.056547657
15|3-3|3,Challenge,0.13345495
15|3-3|3,3-4,0.1111128
15|3-3|3,3-5,0.108031586
15|3-3|3,3-6,0.09825754
15|3-3|3,4-1,0.10043583
15|3-3|3,4-2,0.0982662
15|3-3|3,4-3,0.08578528
15|3-3|3,4-4,0.09557202
15|3-3|3,4-5,0.08009666
15|3-3|3,4-6,0.088987134
26|1-6|1,Challenge,0.04517084
26|1-6|1,2-1,0.055843063
26|1-6|1,2-2,0.055736974
26|1-6|1,2-3,0.0548062
26|1-6|1,2-4,0.054451134
26|1-6|1,2-5,0.052603394
26|1-6|1,2-6,0.05399382
26|1-6|1,3-1,0.057598487
26|1-6|1,3-2,0.057945654
26|1-6|1,3-3,0.054784104
26|1-6|1,3-4,0.05183582
26|1-6|1,3-5,0.059690304
26|1-6|1,3-6,0.055865545
26|1-6|1,4-1,0.051348433
26|1-6|1,4-2,0.04698458
26|1-6|1,4-3,0.04932969
26|1-6|1,4-4,0.04703072
26|1-6|1,4-5,0.047553096
26|1-6|1,4-6,0.04742824
25|2-6|1,Challenge,0.114173755
25|2-6|1,3-1,0.0820826
25|2-6|1,3-2,0.0784265
25|2-6|1,3-3,0.078782484
25|2-6|1,3-4,0.079890534
25|2-6|1,3-5,0.08083703
25|2-6|1,3-6,0.07749292
25|2-6|1,4-1,0.07343476
25|2-6|1,4-2,0.069830276
25|2-6|1,4-3,0.06692086
25|2-6|1,4-4,0.06842778
25|2-6|1,4-5,0.06398438
25|2-6|1,4-6,0.06571598
35|4-5|8,Challenge,0.6388889
35|4-5|8,4-6,0.3611111
13|3-6|2,Challenge,0.79663676
13|3-6|2,4-1,0.039380368
13|3-6|2,4-2,0.035046436
13|3-6|2,4-3,0.03314878
13|3-6|2,4-4,0.032272536
13|3-6|2,4-5,0.03257471
13|3-6|2,4-6,0.030940397
14|3-1|1,Challenge,0.20711647
14|3-1|1,3-2,0.08005571
14|3-1|1,3-3,0.08548019
14|3-1|1,3-4,0.07753421
14|3-1|1,3-5,0.0813296
14|3-1|1,3-6,0.07559787
14|3-1|1,4-1,0.07020901
14|3-1|1,4-2,0.064762816
14|3-1|1,4-3,0.06710398
14|3-1|1,4-4,0.063822374
14|3-1|1,4-5,0.06289493
14|3-1|1,4-6,0.06409293
11|3-3|4,Challenge,0.1062647
11|3-3|4,3-4,0.10304409
11|3-3|4,3-5,0.09740803
11|3-3|4,3-6,0.10525828
11|3-3|4,4-1,0.13354082
11|3-3|4,4-2,0.08472687
11|3-3|4,4-3,0.09436377
11|3-3|4,4-4,0.100024775
11|3-3|4,4-5,0.08512945
11|3-3|4,4-6,0.090239234
14|2-5|4,Challenge,0.11854811
14|2-5|4,2-6,0.05794205
14|2-5|4,3-1,0.08824508
14|2-5|4,3-2,0.052114546
14|2-5|4,3-3,0.05794205
14|2-5|4,3-4,0.052114546
14|2-5|4,3-5,0.060273055
14|2-5|4,3-6,0.17915416
14|2-5|4,4-1,0.05794205
14|2-5|4,4-2,0.05444555
14|2-5|4,4-3,0.05794205
14|2-5|4,4-4,0.05561105
14|2-5|4,4-5,0.055611048
14|2-5|4,4-6,0.052114546
26|4-2|2,Challenge,0.92834353
26|4-2|2,4-3,0.02310293
26|4-2|2,4-4,0.016549822
26|4-2|2,4-5,0.016096158
26|4-2|2,4-6,0.015907545
33|4-2|6,Challenge,0.225
33|4-2|6,4-3,0.225
33|4-2|6,4-4,0.225
33|4-2|6,4-5,0.18035713
33|4-2|6,4-6,0.14464286
24|4-4|3,Challenge,0.96844274
24|4-4|3,4-5,0.019177752
24|4-4|3,4-6,0.012379506
56|4-2|5,Challenge,0.5455075
56|4-2|5,4-3,0.16562636
56|4-2|5,4-4,0.10294797
56|4-2|5,4-5,0.10430409
56|4-2|5,4-6,0.08161406
25|2-1|3,Challenge,0.045234703
25|2-1|3,2-2,0.11831849
25|2-1|3,2-3,0.044878196
25|2-1|3,2-4,0.07609031
25|2-1|3,2-5,0.080172315
25|2-1|3,2-6,0.09585858
25|2-1|3,3-1,0.05985146
25|2-1|3,3-2,0.044878196
25|2-1|3,3-3,0.044878196
25|2-1|3,3-4,0.042471778
25|2-1|3,3-5,0.044878196
25|2-1|3,3-6,0.04773024
25|2-1|3,4-1,0.041669637
25|2-1|3,4-2,0.057997625
25|2-1|3,4-3,0.042917408
25|2-1|3,4-4,0.039708856
25|2-1|3,4-5,0.03596554
25|2-1|3,4-6,0.036500297
16|4-5|4,Challenge,0.96496814
16|4-5|4,4-6,0.035031848
44|4-1|2,Challenge,0.67463315
44|4-1|2,4-2,0.0731777
44|4-1|2,4-3,0.06245737
44|4-1|2,4-4,0.06270464
44|4-1|2,4-5,0.06510289
44|4-1|2,4-6,0.061924167
35|3-5|7,Challenge,0.125
35|3-5|7,3-6,0.125
35|3-5|7,4-1,0.125
35|3-5|7,4-2,0.125
35|3-5|7,4-3,0.125
35|3-5|7,4-4,0.125
35|3-5|7,4-5,0.125
35|3-5|7,4-6,0.125
26|4-3|6,Challenge,0.52412283
26|4-3|6,4-4,0.13523392
26|4-3|6,4-5,0.16739766
26|4-3|6,4-6,0.17324562
45|3-2|3,Challenge,0.48504958
45|3-2|3,3-3,0.06742085
45|3-2|3,3-4,0.06244794
45|3-2|3,3-5,0.05181419
45|3-2|3,3-6,0.059485845
45|3-2|3,4-1,0.044474594
45|3-2|3,4-2,0.05688493
45|3-2|3,4-3,0.042974956
45|3-2|3,4-4,0.042331282
45|3-2|3,4-5,0.042831965
45|3-2|3,4-6,0.04428387
33|4-5|2,Challenge,0.990818
33|4-5|2,4-6,0.00918197
16|3-2|1,Challenge,0.54991245
16|3-2|1,3-3,0.05628907
16|3-2|1,3-4,0.045873165
16|3-2|1,3-5,0.04906853
16|3-2|1,3-6,0.04542697
16|3-2|1,4-1,0.04427709
16|3-2|1,4-2,0.04634973
16|3-2|1,4-3,0.0435519
16|3-2|1,4-4,0.039036527
16|3-2|1,4-5,0.041244302
16|3-2|1,4-6,0.038970254
46|2-5|4,Challenge,0.1582418
46|2-5|4,2-6,0.10824178
46|2-5|4,3-1,0.058241766
46|2-5|4,3-2,0.058241766
46|2-5|4,3-3,0.05054946
46|2-5|4,3-4,0.058241766
46|2-5|4,3-5,0.058241766
46|2-5|4,3-6,0.108241774
46|2-5|4,4-1,0.058241766
46|2-5|4,4-2,0.058241766
46|2-5|4,4-3,0.058241766
46|2-5|4,4-4,0.058241766
46|2-5|4,4-5,0.058241766
46|2-5|4,4-6,0.05054946
12|2-5|1,Challenge,0.124543734
12|2-5|1,2-6,0.07589771
12|2-5|1,3-1,0.08215713
12|2-5|1,3-2,0.07839789
12|2-5|1,3-3,0.07962389
12|2-5|1,3-4,0.074195705
12|2-5|1,3-5,0.07012795
12|2-5|1,3-6,0.06797235
12|2-5|1,4-1,0.063827805
12|2-5|1,4-2,0.056924753
12|2-5|1,4-3,0.059408575
12|2-5|1,4-4,0.056226157
12|2-5|1,4-5,0.056882396
12|2-5|1,4-6,0.053814016
46|2-4|1,Challenge,0.07786817
46|2-4|1,2-5,0.07370955
46|2-4|1,2-6,0.073897466
46|2-4|1,3-1,0.06823961
46|2-4|1,3-2,0.068688914
46|2-4|1,3-3,0.070692815
46|2-4|1,3-4,0.06521863
46|2-4|1,3-5,0.07519785
46|2-4|1,3-6,0.06643966
46|2-4|1,4-1,0.06480125
46|2-4|1,4-2,0.06265448
46|2-4|1,4-3,0.058374997
46|2-4|1,4-4,0.056865435
46|2-4|1,4-5,0.057984646
46|2-4|1,4-6,0.059366502
12|4-2|2,Challenge,0.8392285
12|4-2|2,4-3,0.04375199
12|4-2|2,4-4,0.0378298
12|4-2|2,4-5,0.037489276
12|4-2|2,4-6,0.041700315
45|2-3|5,Challenge,0.0625
45|2-3|5,2-4,0.0625
45|2-3|5,2-5,0.0625
45|2-3|5,2-6,0.0625
45|2-3|5,3-1,0.0625
45|2-3|5,3-2,0.0625
45|2-3|5,3-3,0.0625
45|2-3|5,3-4,0.0625
45|2-3|5,3-5,0.0625
45|2-3|5,3-6,0.0625
45|2-3|5,4-1,0.0625
45|2-3|5,4-2,0.0625
45|2-3|5,4-3,0.0625
45|2-3|5,4-4,0.0625
45|2-3|5,4-5,0.0625
45|2-3|5,4-6,0.0625
16|2-4|4,Challenge,0.06920634
16|2-4|4,2-5,0.06920634
16|2-4|4,2-6,0.06920634
16|2-4|4,3-1,0.06444444
16|2-4|4,3-2,0.05333333
16|2-4|4,3-3,0.06920634
16|2-4|4,3-4,0.06920634
16|2-4|4,3-5,0.06920634
16|2-4|4,3-6,0.07793649
16|2-4|4,4-1,0.06920634
16|2-4|4,4-2,0.06523809
16|2-4|4,4-3,0.06523809
16|2-4|4,4-4,0.06206348
16|2-4|4,4-5,0.05809523
16|2-4|4,4-6,0.06920634
56|2-1|2,Challenge,0.31503564
56|2-1|2,2-2,0.046827268
56|2-1|2,2-3,0.058327656
56|2-1|2,2-4,0.03876575
56|2-1|2,2-5,0.050248034
56|2-1|2,2-6,0.039224077
56|2-1|2,3-1,0.043418385
56|2-1|2,3-2,0.048459698
56|2-1|2,3-3,0.04088529
56|2-1|2,3-4,0.037586905
56|2-1|2,3-5,0.04333092
56|2-1|2,3-6,0.034514822
56|2-1|2,4-1,0.035262085
56|2-1|2,4-2,0.03481776
56|2-1|2,4-3,0.031880587
56|2-1|2,4-4,0.033732556
56|2-1|2,4-5,0.036993973
56|2-1|2,4-6,0.030688483
36|3-3|4,Challenge,0.2599675
36|3-3|4,3-4,0.07796195
36|3-3|4,3-5,0.10173167
36|3-3|4,3-6,0.07579562
36|3-3|4,4-1,0.07321002
36|3-3|4,4-2,0.10266495
36|3-3|4,4-3,0.07396637
36|3-3|4,4-4,0.10318406
36|3-3|4,4-5,0.06480681
36|3-3|4,4-6,0.06671107
23|2-1|2,Challenge,0.1568276
23|2-1|2,2-2,0.050500296
23|2-1|2,2-3,0.048387513
23|2-1|2,2-4,0.047662232
23|2-1|2,2-5,0.08606852
23|2-1|2,2-6,0.052752577
23|2-1|2,3-1,0.05696691
23|2-1|2,3-2,0.048872653
23|2-1|2,3-3,0.04959842
23|2-1|2,3-4,0.04617594
23|2-1|2,3-5,0.04563082
23|2-1|2,3-6,0.04878748
23|2-1|2,4-1,0.046393175
23|2-1|2,4-2,0.045724016
23|2-1|2,4-3,0.045587905
23|2-1|2,4-4,0.039999314
23|2-1|2,4-5,0.04197099
23|2-1|2,4-6,0.04209371
25|4-4|5,Challenge,0.8875969
25|4-4|5,4-5,0.067183465
25|4-4|5,4-6,0.04521964
15|2-6|2,Challenge,0.20537178
15|2-6|2,3-1,0.072189204
15|2-6|2,3-2,0.08118354
15|2-6|2,3-3,0.0680135
15|2-6|2,3-4,0.073942676
15|2-6|2,3-5,0.06918188
15|2-6|2,3-6,0.070990466
15|2-6|2,4-1,0.06617231
15|2-6|2,4-2,0.06278359
15|2-6|2,4-3,0.060509976
15|2-6|2,4-4,0.05530427
15|2-6|2,4-5,0.056749515
15|2-6|2,4-6,0.05760728
45|2-3|1,Challenge,0.17119847
45|2-3|1,2-4,0.062354248
45|2-3|1,2-5,0.06403417
45|2-3|1,2-6,0.06392913
45|2-3|1,3-1,0.058137894
45|2-3|1,3-2,0.055104513
45|2-3|1,3-3,0.06877126
45|2-3|1,3-4,0.057006795
45|2-3|1,3-5,0.053025745
45|2-3|1,3-6,0.0575095
45|2-3|1,4-1,0.053002976
45|2-3|1,4-2,0.04789439
45|2-3|1,4-3,0.048447475
45|2-3|1,4-4,0.046402264
45|2-3|1,4-5,0.044838604
45|2-3|1,4-6,0.0483425
22|3-2|3,Challenge,0.102498434
22|3-2|3,3-3,0.089050256
22|3-2|3,3-4,0.0915668
22|3-2|3,3-5,0.09165523
22|3-2|3,3-6,0.09701952
22|3-2|3,4-1,0.100955285
22|3-2|3,4-2,0.092726015
22|3-2|3,4-3,0.08257359
22|3-2|3,4-4,0.08580005
22|3-2|3,4-5,0.08352393
22|3-2|3,4-6,0.08263083
24|4-5|7,Challenge,0.76666665
24|4-5|7,4-6,0.23333333
13|1-5|3,Challenge,0.05105264
13|1-5|3,1-6,0.05105264
13|1-5|3,2-1,0.05105264
13|1-5|3,2-2,0.05105264
13|1-5|3,2-3,0.042280708
13|1-5|3,2-4,0.05105264
13|1-5|3,2-5,0.05105264
13|1-5|3,2-6,0.05105264
13|1-5|3,3-1,0.05105264
13|1-5|3,3-2,0.04578948
13|1-5|3,3-3,0.05105264
13|1-5|3,3-4,0.049298253
13|1-5|3,3-5,0.05105264
13|1-5|3,3-6,0.05456141
13|1-5|3,4-1,0.05105264
13|1-5|3,4-2,0.05105264
13|1-5|3,4-3,0.05105264
13|1-5|3,4-4,0.047543865
13|1-5|3,4-5,0.05105264
13|1-5|3,4-6,0.04578948
14|3-5|2,Challenge,0.29301542
14|3-5|2,3-6,0.119956575
14|3-5|2,4-1,0.108919136
14|3-5|2,4-2,0.102125175
14|3-5|2,4-3,0.10031327
14|3-5|2,4-4,0.09380889
14|3-5|2,4-5,0.09089155
14|3-5|2,4-6,0.09096992
23|2-1|3,Challenge,0.04580686
23|2-1|3,2-2,0.04580686
23|2-1|3,2-3,0.04528711
23|2-1|3,2-4,0.09986091
23|2-1|3,2-5,0.04580686
23|2-1|3,2-6,0.07124405
23|2-1|3,3-1,0.07283388
23|2-1|3,3-2,0.07283388
23|2-1|3,3-3,0.04580686
23|2-1|3,3-4,0.04580686
23|2-1|3,3-5,0.07283388
23|2-1|3,3-6,0.044217035
23|2-1|3,4-1,0.07283388
23|2-1|3,4-2,0.044217035
23|2-1|3,4-3,0.04580686
23|2-1|3,4-4,0.040563058
23|2-1|3,4-5,0.044217035
23|2-1|3,4-6,0.04421703
55|3-2|5,Challenge,0.09272727
55|3-2|5,3-3,0.07272728
55|3-2|5,3-4,0.09272727
55|3-2|5,3-5,0.09272727
55|3-2|5,3-6,0.09272727
55|3-2|5,4-1,0.09272727
55|3-2|5,4-2,0.09272727
55|3-2|5,4-3,0.09272727
55|3-2|5,4-4,0.09272727
55|3-2|5,4-5,0.09272727
55|3-2|5,4-6,0.09272727
16|None|0,1-1,0.043978307
16|None|0,1-2,0.04408473
16|None|0,1-3,0.04485481
16|None|0,1-4,0.046597004
16|None|0,1-5,0.05499986
16|None|0,1-6,0.076997735
16|None|0,2-1,0.04249408
16|None|0,2-2,0.04470891
16|None|0,2-3,0.043069396
16|None|0,2-4,0.045232378
16|None|0,2-5,0.048769843
16|None|0,2-6,0.053087197
16|None|0,3-1,0.041956622
16|None|0,3-2,0.04158665
16|None|0,3-3,0.039511535
16|None|0,3-4,0.039250333
16|None|0,3-5,0.03866887
16|None|0,3-6,0.038537975
16|None|0,4-1,0.03352066
16|None|0,4-2,0.03073406
16|None|0,4-3,0.027532272
16|None|0,4-4,0.027107263
16|None|0,4-5,0.026598332
16|None|0,4-6,0.026121246
34|4-3|3,Challenge,0.8822232
34|4-3|3,4-4,0.047941163
34|4-3|3,4-5,0.032672122
34|4-3|3,4-6,0.037163585
25|4-3|1,Challenge,0.9080254
25|4-3|1,4-4,0.031206008
25|4-3|1,4-5,0.031540368
25|4-3|1,4-6,0.029228268
24|4-3|1,Challenge,0.9384664
24|4-3|1,4-4,0.024174608
24|4-3|1,4-5,0.018483933
24|4-3|1,4-6,0.018875076
12|1-3|1,Challenge,0.05261346
12|1-3|1,1-4,0.045766518
12|1-3|1,1-5,0.0482647
12|1-3|1,1-6,0.052585844
12|1-3|1,2-1,0.04610386
12|1-3|1,2-2,0.05355683
12|1-3|1,2-3,0.05734428
12|1-3|1,2-4,0.051525913
12|1-3|1,2-5,0.054087248
12|1-3|1,2-6,0.050902665
12|1-3|1,3-1,0.044104848
12|1-3|1,3-2,0.0468002
12|1-3|1,3-3,0.05070223
12|1-3|1,3-4,0.040500402
12|1-3|1,3-5,0.048271567
12|1-3|1,3-6,0.039860945
12|1-3|1,4-1,0.038961876
12|1-3|1,4-2,0.037928972
12|1-3|1,4-3,0.035649862
12|1-3|1,4-4,0.035137974
12|1-3|1,4-5,0.03362046
12|1-3|1,4-6,0.03570934
26|3-6|6,Challenge,0.14682539
26|3-6|6,4-1,0.14682539
26|3-6|6,4-2,0.14682539
26|3-6|6,4-3,0.11904762
26|3-6|6,4-4,0.14682539
26|3-6|6,4-5,0.14682539
26|3-6|6,4-6,0.14682539
34|3-4|4,Challenge,0.25003394
34|3-4|4,3-5,0.103227206
34|3-4|4,3-6,0.13063379
34|3-4|4,4-1,0.117256075
34|3-4|4,4-2,0.0981998
34|3-4|4,4-3,0.085558966
34|3-4|4,4-4,0.07874588
34|3-4|4,4-5,0.065861315
34|3-4|4,4-6,0.07048305
13|2-2|4,Challenge,0.059348747
13|2-2|4,2-3,0.059348747
13|2-2|4,2-4,0.059348747
13|2-2|4,2-5,0.059348747
13|2-2|4,2-6,0.059348747
13|2-2|4,3-1,0.059348747
13|2-2|4,3-2,0.05042018
13|2-2|4,3-3,0.059348747
13|2-2|4,3-4,0.059348747
13|2-2|4,3-5,0.059348747
13|2-2|4,3-6,0.059348747
13|2-2|4,4-1,0.059348747
13|2-2|4,4-2,0.059348747
13|2-2|4,4-3,0.059348747
13|2-2|4,4-4,0.059348747
13|2-2|4,4-5,0.059348747
13|2-2|4,4-6,0.059348747
14|4-2|1,Challenge,0.9044225
14|4-2|1,4-3,0.024293281
14|4-2|1,4-4,0.025036855
14|4-2|1,4-5,0.023666332
14|4-2|1,4-6,0.022581005
66|3-5|1,Challenge,0.27357313
66|3-5|1,3-6,0.12450684
66|3-5|1,4-1,0.108639866
66|3-5|1,4-2,0.101151355
66|3-5|1,4-3,0.10039824
66|3-5|1,4-4,0.09448877
66|3-5|1,4-5,0.09492304
66|3-5|1,4-6,0.10231881
55|3-5|1,Challenge,0.15937792
55|3-5|1,3-6,0.12666664
55|3-5|1,4-1,0.12765507
55|3-5|1,4-2,0.117720135
55|3-5|1,4-3,0.122209966
55|3-5|1,4-4,0.11607587
55|3-5|1,4-5,0.1167247
55|3-5|1,4-6,0.11356974
34|4-2|6,Challenge,0.45914635
34|4-2|6,4-3,0.2060976
34|4-2|6,4-4,0.13699187
34|4-2|6,4-5,0.09430895
34|4-2|6,4-6,0.10345528
14|4-4|3,Challenge,0.97496617
14|4-4|3,4-5,0.015223275
14|4-4|3,4-6,0.009810555
56|4-2|7,Challenge,0.35
56|4-2|7,4-3,0.15
56|4-2|7,4-4,0.15
56|4-2|7,4-5,0.25
56|4-2|7,4-6,0.1
15|1-2|2,Challenge,0.09459734
15|1-2|2,1-3,0.036581583
15|1-2|2,1-4,0.043156702
15|1-2|2,1-5,0.036581583
15|1-2|2,1-6,0.034842886
15|1-2|2,2-1,0.08576191
15|1-2|2,2-2,0.06567746
15|1-2|2,2-3,0.033221282
15|1-2|2,2-4,0.036581583
15|1-2|2,2-5,0.036581583
15|1-2|2,2-6,0.04816628
15|1-2|2,3-1,0.052975025
15|1-2|2,3-2,0.030930813
15|1-2|2,3-3,0.035407558
15|1-2|2,3-4,0.042487837
15|1-2|2,3-5,0.040058978
15|1-2|2,3-6,0.036581583
15|1-2|2,4-1,0.032165643
15|1-2|2,4-2,0.03639739
15|1-2|2,4-3,0.03478777
15|1-2|2,4-4,0.03635094
15|1-2|2,4-5,0.03620191
15|1-2|2,4-6,0.033904344
35|4-5|7,Challenge,0.63793105
35|4-5|7,4-6,0.36206895
14|4-4|4,Challenge,0.9312256
14|4-4|4,4-5,0.041600317
14|4-4|4,4-6,0.027174084
24|4-2|6,Challenge,0.2148869
24|4-2|6,4-3,0.2226994
24|4-2|6,4-4,0.1992619
24|4-2|6,4-5,0.1980179
24|4-2|6,4-6,0.16513391
55|4-6|8,Challenge,1
56|None|0,1-1,0.043218903
56|None|0,1-2,0.042671956
56|None|0,1-3,0.045394406
56|None|0,1-4,0.043970678
56|None|0,1-5,0.046900183
56|None|0,1-6,0.051164575
56|None|0,2-1,0.04174539
56|None|0,2-2,0.04289029
56|None|0,2-3,0.043967612
56|None|0,2-4,0.042318903
56|None|0,2-5,0.06587689
56|None|0,2-6,0.05736741
56|None|0,3-1,0.040389545
56|None|0,3-2,0.039544303
56|None|0,3-3,0.039292194
56|None|0,3-4,0.039789654
56|None|0,3-5,0.03991015
56|None|0,3-6,0.039358683
56|None|0,4-1,0.036365546
56|None|0,4-2,0.033969045
56|None|0,4-3,0.031907313
56|None|0,4-4,0.030979685
56|None|0,4-5,0.03085185
56|None|0,4-6,0.030154863
14|4-4|8,Challenge,0.33333334
14|4-4|8,4-5,0.33333334
14|4-4|8,4-6,0.33333334
23|2-6|3,Challenge,0.17398372
23|2-6|3,3-1,0.1263048
23|2-6|3,3-2,0.058315367
23|2-6|3,3-3,0.05844921
23|2-6|3,3-4,0.06971761
23|2-6|3,3-5,0.06885188
23|2-6|3,3-6,0.08214779
23|2-6|3,4-1,0.07338598
23|2-6|3,4-2,0.05705845
23|2-6|3,4-3,0.062072013
23|2-6|3,4-4,0.059212204
23|2-6|3,4-5,0.055086624
23|2-6|3,4-6,0.05541439
34|1-5|2,Challenge,0.054335475
34|1-5|2,1-6,0.052312545
34|1-5|2,2-1,0.050362106
34|1-5|2,2-2,0.05450708
34|1-5|2,2-3,0.06925551
34|1-5|2,2-4,0.051752698
34|1-5|2,2-5,0.051360276
34|1-5|2,2-6,0.048116777
34|1-5|2,3-1,0.054867983
34|1-5|2,3-2,0.05071356
34|1-5|2,3-3,0.050546084
34|1-5|2,3-4,0.048290472
34|1-5|2,3-5,0.04946496
34|1-5|2,3-6,0.049877472
34|1-5|2,4-1,0.04654754
34|1-5|2,4-2,0.041964754
34|1-5|2,4-3,0.046261236
34|1-5|2,4-4,0.042665455
34|1-5|2,4-5,0.04355319
34|1-5|2,4-6,0.04324483
12|2-3|2,Challenge,0.12375503
12|2-3|2,2-4,0.05886993
12|2-3|2,2-5,0.074183114
12|2-3|2,2-6,0.069675036
12|2-3|2,3-1,0.07386293
12|2-3|2,3-2,0.07094135
12|2-3|2,3-3,0.06369829
12|2-3|2,3-4,0.060212087
12|2-3|2,3-5,0.056376252
12|2-3|2,3-6,0.04995808
12|2-3|2,4-1,0.04631654
12|2-3|2,4-2,0.073080406
12|2-3|2,4-3,0.048020106
12|2-3|2,4-4,0.044563767
12|2-3|2,4-5,0.041322783
12|2-3|2,4-6,0.045164358
66|3-4|2,Challenge,0.39957294
66|3-4|2,3-5,0.07445848
66|3-4|2,3-6,0.09029172
66|3-4|2,4-1,0.08892065
66|3-4|2,4-2,0.07402055
66|3-4|2,4-3,0.06465179
66|3-4|2,4-4,0.06959174
66|3-4|2,4-5,0.0691193
66|3-4|2,4-6,0.06937274
14|4-3|3,Challenge,0.9694405
14|4-3|3,4-4,0.010108133
14|4-3|3,4-5,0.00987306
14|4-3|3,4-6,0.010578279
26|2-3|4,Challenge,0.06354168
26|2-3|4,2-4,0.06354168
26|2-3|4,2-5,0.06354168
26|2-3|4,2-6,0.06354168
26|2-3|4,3-1,0.06354168
26|2-3|4,3-2,0.06354168
26|2-3|4,3-3,0.06354168
26|2-3|4,3-4,0.06354168
26|2-3|4,3-5,0.06354168
26|2-3|4,3-6,0.06354168
26|2-3|4,4-1,0.055208344
26|2-3|4,4-2,0.06354168
26|2-3|4,4-3,0.06354168
26|2-3|4,4-4,0.06354168
26|2-3|4,4-5,0.055208344
26|2-3|4,4-6,0.06354168
25|4-5|4,Challenge,0.9775641
25|4-5|4,4-6,0.022435898
26|3-2|4,Challenge,0.15656094
26|3-2|4,3-3,0.08058809
26|3-2|4,3-4,0.12612325
26|3-2|4,3-5,0.0812323
26|3-2|4,3-6,0.07171718
26|3-2|4,4-1,0.07617295
26|3-2|4,4-2,0.08594427
26|3-2|4,4-3,0.11715185
26|3-2|4,4-4,0.07019943
26|3-2|4,4-5,0.075880185
26|3-2|4,4-6,0.05842953
46|2-2|2,Challenge,0.08016504
46|2-2|2,2-3,0.054740995
46|2-2|2,2-4,0.07024142
46|2-2|2,2-5,0.06437993
46|2-2|2,2-6,0.07064865
46|2-2|2,3-1,0.06309414
46|2-2|2,3-2,0.056296535
46|2-2|2,3-3,0.0700119
46|2-2|2,3-4,0.06070846
46|2-2|2,3-5,0.069760844
46|2-2|2,3-6,0.050928142
46|2-2|2,4-1,0.04951742
46|2-2|2,4-2,0.04999936
46|2-2|2,4-3,0.047226623
46|2-2|2,4-4,0.04815591
46|2-2|2,4-5,0.048287414
46|2-2|2,4-6,0.045837168
33|3-3|6,Challenge,0.09999999
33|3-3|6,3-4,0.09999999
33|3-3|6,3-5,0.09999999
33|3-3|6,3-6,0.09999999
33|3-3|6,4-1,0.09999999
33|3-3|6,4-2,0.09999999
33|3-3|6,4-3,0.09999999
33|3-3|6,4-4,0.09999999
33|3-3|6,4-5,0.09999999
33|3-3|6,4-6,0.09999999
33|4-4|1,Challenge,0.9555102
33|4-4|1,4-5,0.021746116
33|4-4|1,4-6,0.022743696
15|1-5|2,Challenge,0.042784646
15|1-5|2,1-6,0.052627366
15|1-5|2,2-1,0.06685663
15|1-5|2,2-2,0.057424378
15|1-5|2,2-3,0.045327265
15|1-5|2,2-4,0.04469422
15|1-5|2,2-5,0.08045004
15|1-5|2,2-6,0.054833155
15|1-5|2,3-1,0.046594504
15|1-5|2,3-2,0.049731668
15|1-5|2,3-3,0.045713373
15|1-5|2,3-4,0.04584497
15|1-5|2,3-5,0.049118724
15|1-5|2,3-6,0.05418488
15|1-5|2,4-1,0.046702586
15|1-5|2,4-2,0.0439572
15|1-5|2,4-3,0.04266968
15|1-5|2,4-4,0.043285795
15|1-5|2,4-5,0.04342992
15|1-5|2,4-6,0.04376886
16|4-3|1,Challenge,0.95622164
16|4-3|1,4-4,0.014768134
16|4-3|1,4-5,0.015470006
16|4-3|1,4-6,0.013540206
24|1-5|2,Challenge,0.048365694
24|1-5|2,1-6,0.047891784
24|1-5|2,2-1,0.05125463
24|1-5|2,2-2,0.11188837
24|1-5|2,2-3,0.044040028
24|1-5|2,2-4,0.08184672
24|1-5|2,2-5,0.05905483
24|1-5|2,2-6,0.041527886
24|1-5|2,3-1,0.03879057
24|1-5|2,3-2,0.045482986
24|1-5|2,3-3,0.05379503
24|1-5|2,3-4,0.044383716
24|1-5|2,3-5,0.057910267
24|1-5|2,3-6,0.04011627
24|1-5|2,4-1,0.0395324
24|1-5|2,4-2,0.036151655
24|1-5|2,4-3,0.039573368
24|1-5|2,4-4,0.04138235
24|1-5|2,4-5,0.038204696
24|1-5|2,4-6,0.038806748
23|3-1|4,Challenge,0.11444824
23|3-1|4,3-2,0.073905714
23|3-1|4,3-3,0.070704356
23|3-1|4,3-4,0.07942869
23|3-1|4,3-5,0.11146681
23|3-1|4,3-6,0.12177962
23|3-1|4,4-1,0.08414521
23|3-1|4,4-2,0.074834354
23|3-1|4,4-3,0.076061495
23|3-1|4,4-4,0.06762849
23|3-1|4,4-5,0.064239055
23|3-1|4,4-6,0.061358
15|1-5|3,Challenge,0.047678027
15|1-5|3,1-6,0.047678027
15|1-5|3,2-1,0.047678027
15|1-5|3,2-2,0.047678027
15|1-5|3,2-3,0.047678027
15|1-5|3,2-4,0.047678027
15|1-5|3,2-5,0.044582054
15|1-5|3,2-6,0.047678027
15|1-5|3,3-1,0.047678027
15|1-5|3,3-2,0.10650157
